bgp2000gj,bg2010gj,bg2010ge,wt_pop,wt_fam,wt_hh,wt_hu
G39009908800088000800600U1,G39009908006001,390998006001,1.0,1.0,1.0,1.0
G39009908800088000800600U2,G39009908006002,390998006002,1.0,1.0,1.0,1.0
G39009908800088000800700U1,G39009908137002,390998137002,1.0,1.0,1.0,1.0
G39009908800088000800700U2,G39009908137001,390998137001,1.0,1.0,1.0,1.0
G39009908800088000800700U3,G39009908137001,390998137001,1.0,1.0,1.0,1.0
G39009908800088000800900U1,G39009908137002,390998137002,0.0,0.0,0.0,0.0
G39009908800088000800900U1,G39009908137003,390998137003,1.0,1.0,1.0,1.0
G39009908800088000801000U1,G39009908010001,390998010001,1.0,1.0,1.0,1.0
G39009908800088000801000U2,G39009908010002,390998010002,1.0,1.0,1.0,1.0
G39009908800088000801000U3,G39009908010003,390998010003,1.0,1.0,1.0,1.0
G39009908800088000801100U1,G39009908011001,390998011001,1.0,1.0,1.0,1.0
G39009908800088000801100U2,G39009908011002,390998011002,1.0,1.0,1.0,1.0
G39009908800088000801100U3,G39009908011003,390998011003,1.0,1.0,1.0,1.0
G39009908800088000801200U1,G39009908012001,390998012001,1.0,1.0,1.0,1.0
G39009908800088000801200U2,G39009908012001,390998012001,1.0,1.0,1.0,1.0
G39009908800088000801300U1,G39009908013001,390998013001,1.0,1.0,1.0,1.0
G39009908800088000801300U2,G39009908013002,390998013002,1.0,1.0,1.0,1.0
G39009908800088000801300U3,G39009908013003,390998013003,1.0,1.0,1.0,1.0
G39009908800088000801400U1,G39009908014001,390998014001,1.0,1.0,1.0,1.0
G39009908800088000801400U2,G39009908014002,390998014002,1.0,1.0,1.0,1.0
G39009908800088000801400U3,G39009908014003,390998014003,1.0,1.0,1.0,1.0
G39009908800088000801500U1,G39009908015001,390998015001,1.0,1.0,1.0,1.0
G39009908800088000801500U2,G39009908015002,390998015002,1.0,1.0,1.0,1.0
G39009908800088000801600U1,G39009908016001,390998016001,1.0,1.0,1.0,1.0
G39009908800088000801600U2,G39009908016002,390998016002,1.0,1.0,1.0,1.0
G39009908800088000801600U3,G39009908016003,390998016003,1.0,1.0,1.0,1.0
G39009908800088000801600U4,G39009908016004,390998016004,1.0,1.0,1.0,1.0
G39009908800088000801600U5,G39009908016005,390998016005,1.0,1.0,1.0,1.0
G39009908800088000801700U1,G39009908017001,390998017001,0.6365307759,0.6446200619,0.6473530657,0.6844141887
G39009908800088000801700U1,G39009908017002,390998017002,0.3634577603,0.3553719008,0.3526315789,0.3155555556
G39009908800088000801700U1,G39009908139001,390998139001,1.14637e-05,8.0372e-06,1.53554e-05,3.02558e-05
G39009908800088000801700U2,G39009908017002,390998017002,1.0,1.0,1.0,1.0
G39009908800088000801700U3,G39009908017001,390998017001,1.0,1.0,1.0,1.0
G39009908800088000801700U4,G39009908017001,390998017001,1.0,1.0,1.0,1.0
G39009908800088000801900U1,G39009908139003,390998139003,1.0,1.0,1.0,1.0
G39009908800088000802000U1,G39009908139001,390998139001,1.0,1.0,1.0,1.0
G39009908800088000802000U2,G39009908139001,390998139001,1.0,1.0,1.0,1.0
G39009908800088000802100U1,G39009908021001,390998021001,1.0,1.0,1.0,1.0
G39009908800088000802100U2,G39009908021002,390998021002,1.0,1.0,1.0,1.0
G39009908800088000802200U1,G39009908139002,390998139002,1.0,1.0,1.0,1.0
G39009908800088000802200U2,G39009908139002,390998139002,1.0,1.0,1.0,1.0
G39009908800088000802300U1,G39009908023002,390998023002,1.0,1.0,1.0,1.0
G39009908800088000802300U2,G39009908023002,390998023002,1.0,1.0,1.0,1.0
G39009908800088000802300U3,G39009908023001,390998023001,1.0,1.0,1.0,1.0
G39009908800088000802400U1,G39009908024001,390998024001,1.0,1.0,1.0,1.0
G39009908800088000802400U2,G39009908024002,390998024002,1.0,1.0,1.0,1.0
G39009908800088000802400U3,G39009908024003,390998024003,1.0,1.0,1.0,1.0
G39009908800088000802400U4,G39009908024004,390998024004,1.0,1.0,1.0,1.0
G39009908800088000802500U1,G39009908025001,390998025001,1.0,1.0,1.0,1.0
G39009908800088000802500U2,G39009908025002,390998025002,1.0,1.0,1.0,1.0
G39009908800088000802600U1,G39009908026002,390998026002,1.0,1.0,1.0,1.0
G39009908800088000802600U2,G39009908026001,390998026001,0.9897746717,0.9900831945,0.9905321034,0.9907602455
G39009908800088000802600U2,G39009908027022,390998027022,0.0102253283,0.0099168055,0.0094678966,0.0092397545
G39009908800088000802701U1,G39009908027012,390998027012,0.9948717949,0.9944751381,0.9960629921,0.9961538462
G39009908800088000802701U1,G39009908028003,390998028003,0.0051282051,0.0055248619,0.0039370079,0.0038461538
G39009908800088000802701U2,G39009908027012,390998027012,1.0,1.0,1.0,1.0
G39009908800088000802701U3,G39009908027011,390998027011,1.0,1.0,1.0,1.0
G39009908800088000802701U4,G39009908027011,390998027011,1.0,1.0,1.0,1.0
G39009908800088000802702U1,G39009908026001,390998026001,0.0002768392,0.0003281756,0.0002650861,0.0002590154
G39009908800088000802702U1,G39009908027022,390998027022,0.9997231608,0.9996718244,0.9997349139,0.9997409846
G39009908800088000802702U2,G39009908027021,390998027021,1.0,1.0,1.0,1.0
G39009908800088000802702U3,G39009908027023,390998027023,1.0,1.0,1.0,1.0
G39009908800088000802702U4,G39009908027024,390998027024,1.0,1.0,1.0,1.0
G39009908800088000802800U1,G39009908028001,390998028001,1.0,1.0,1.0,1.0
G39009908800088000802800U2,G39009908028002,390998028002,1.0,1.0,1.0,1.0
G39009908800088000802800U3,G39009908028003,390998028003,1.0,1.0,1.0,1.0
G39009908800088000802900U1,G39009908029001,390998029001,1.0,1.0,1.0,1.0
G39009908800088000802900U2,G39009908029002,390998029002,1.0,1.0,1.0,1.0
G39009908800088000802900U3,G39009908029003,390998029003,1.0,1.0,1.0,1.0
G39009908800088000802900U4,G39009908029004,390998029004,1.0,1.0,1.0,1.0
G39009908800088000803000U1,G39009908030001,390998030001,1.0,1.0,1.0,1.0
G39009908800088000803000U2,G39009908030002,390998030002,1.0,1.0,1.0,1.0
G39009908800088000803100U1,G39009908141002,390998141002,1.0,1.0,1.0,1.0
G39009908800088000803100U2,G39009908141003,390998141003,1.0,1.0,1.0,1.0
G39009908800088000803200U1,G39009908029001,390998029001,0.0010281985,0.0011906261,0.0010668834,0.0010688266
G39009908800088000803200U1,G39009908141001,390998141001,0.9989718015,0.9988093739,0.9989331166,0.9989311734
G39009908800088000803300U1,G39009908140001,390998140001,1.0,1.0,1.0,1.0
G39009908800088000803400U1,G39009908140002,390998140002,1.0,1.0,1.0,1.0
G39009908800088000803400U2,G39009908140001,390998140001,1.0,1.0,1.0,1.0
G39009908800088000803500U1,G39009908140004,390998140004,1.0,1.0,1.0,1.0
G39009908800088000803500U2,G39009908140001,390998140001,1.0,1.0,1.0,1.0
G39009908800088000803700U1,G39009908137004,390998137004,0.999794287,0.9974065463,0.9998407528,0.9998797737
G39009908800088000803700U1,G39009908140003,390998140003,0.000205713,0.0025934537,0.0001592472,0.0001202263
G39009908800088000804000U1,G39009908040001,390998040001,1.0,1.0,1.0,1.0
G39009908800088000804000U1,G39009908040002,390998040002,0.0,0.0,0.0,0.0
G39009908800088000804000U2,G39009908040001,390998040001,1.0,1.0,1.0,1.0
G39009908800088000804000U3,G39009908040001,390998040001,1.0,1.0,1.0,1.0
G39009908800088000804000U4,G39009908040002,390998040002,1.0,1.0,1.0,1.0
G39009908800088000804100U1,G39009908041001,390998041001,1.0,1.0,1.0,1.0
G39009908800088000804100U2,G39009908041002,390998041002,1.0,1.0,1.0,1.0
G39009908800088000804200U1,G39009908042001,390998042001,1.0,1.0,1.0,1.0
G39009908800088000804200U2,G39009908042002,390998042002,1.0,1.0,1.0,1.0
G39009908800088000804300U1,G39009908043001,390998043001,1.0,1.0,1.0,1.0
G39009908800088000804300U2,G39009908043001,390998043001,1.0,1.0,1.0,1.0
G39009908800088000804400U1,G39009908140003,390998140003,1.0,1.0,1.0,1.0
G39009908800088000804400U2,G39009908040002,390998040002,0.0,0.0,0.0,0.0
G39009908800088000804400U2,G39009908140003,390998140003,1.0,1.0,1.0,1.0
G39010100634899999010201R1,G39010100102011,391010102011,1.0,1.0,1.0,1.0
G39010100634899999010201R3,G39010100102014,391010102014,0.0,0.0,0.0,0.0
G39010100634899999010300R4,G39010100103001,391010103001,0.984261255,0.9819873912,0.9831627577,0.9841463767
G39010100634899999010300R4,G39010100103004,391010103004,0.015738745,0.0180126088,0.0168372423,0.0158536233
G39010100634899999010300R5,G39010100103005,391010103005,1.0,1.0,1.0,1.0
G39010100795899999010300R1,G39010100103003,391010103003,1.0,1.0,1.0,1.0
G39010101519610954010100R3,G39010100101003,391010101003,1.0,1.0,1.0,1.0
G39010101519699999010100R1,G39010100101001,391010101001,1.0,1.0,1.0,1.0
G39010101519699999010100R3,G39010100101003,391010101003,1.0,1.0,1.0,1.0
G39010101519699999010100R4,G39010100101004,391010101004,1.0,1.0,1.0,1.0
G39010101519699999010100R5,G39010100101005,391010101005,1.0,1.0,1.0,1.0
G39010101519699999010100U1,G39010100101001,391010101001,1.0,1.0,1.0,1.0
G39010103117899999010201R1,G39010100102011,391010102011,1.0,1.0,1.0,1.0
G39010103119299999010201R1,G39010100102011,391010102011,1.0,1.0,1.0,1.0
G39010103119299999010201R2,G39010100102012,391010102012,1.0,1.0,1.0,1.0
G39010103119299999010201R4,G39010100102013,391010102013,1.0,1.0,1.0,1.0
G39010103119299999010201R4,G39010100102021,391010102021,0.0,0.0,0.0,0.0
G39010103119299999010201R5,G39010100102013,391010102013,0.0,0.0,0.0,0.0
G39010103119299999010201U5,G39010100102013,391010102013,1.0,1.0,1.0,1.0
G39010103196231948010300R5,G39010100103005,391010103005,1.0,1.0,1.0,1.0
G39010103196299999010300R1,G39010100103003,391010103003,1.0,1.0,1.0,1.0
G39010103196299999010300R4,G39010100103001,391010103001,1.0,1.0,1.0,1.0
G39010103196299999010300R5,G39010100103005,391010103005,1.0,1.0,1.0,1.0
G39010103196299999010400R2,G39010100104002,391010104002,1.0,1.0,1.0,1.0
G39010104776847754000100U1,G39010100001001,391010001001,1.0,1.0,1.0,1.0
G39010104776847754000200U1,G39010100002001,391010002001,1.0,1.0,1.0,1.0
G39010104776847754000200U2,G39010100002002,391010002002,0.9553450609,0.9661835749,0.9659090909,0.961130742
G39010104776847754000200U2,G39010100002003,391010002003,0.0446549391,0.0338164251,0.0340909091,0.038869258
G39010104776847754000200U3,G39010100002003,391010002003,1.0,1.0,1.0,1.0
G39010104776847754000200U4,G39010100002004,391010002004,1.0,1.0,1.0,1.0
G39010104776847754000300U1,G39010100003001,391010003001,1.0,1.0,1.0,1.0
G39010104776847754000300U2,G39010100003002,391010003002,1.0,1.0,1.0,1.0
G39010104776847754000300U3,G39010100003003,391010003003,1.0,1.0,1.0,1.0
G39010104776847754000400U1,G39010100004001,391010004001,1.0,1.0,1.0,1.0
G39010104776847754000400U2,G39010100004002,391010004002,1.0,1.0,1.0,1.0
G39010104776847754000400U3,G39010100004003,391010004003,1.0,1.0,1.0,1.0
G39010104776847754000501U1,G39010100005011,391010005011,1.0,1.0,1.0,1.0
G39010104776847754000501U2,G39010100005012,391010005012,0.9983223213,0.998151528,0.9983699353,0.9984453991
G39010104776847754000501U2,G39010100005021,391010005021,0.0016776787,0.001848472,0.0016300647,0.0015546009
G39010104776847754000501U3,G39010100005013,391010005013,1.0,1.0,1.0,1.0
G39010104776847754000502U1,G39010100005022,391010005022,1.0,1.0,1.0,1.0
G39010104776847754000502U2,G39010100005021,391010005021,1.0,1.0,1.0,1.0
G39010104776847754000502U3,G39010100005023,391010005023,1.0,1.0,1.0,1.0
G39010104776847754000600U1,G39010100006001,391010006001,1.0,1.0,1.0,1.0
G39010104776847754000600U2,G39010100006002,391010006002,1.0,1.0,1.0,1.0
G39010104776847754000600U3,G39010100006003,391010006003,1.0,1.0,1.0,1.0
G39010104776847754000600U4,G39010100006004,391010006004,1.0,1.0,1.0,1.0
G39010104776847754000700U1,G39010100007001,391010007001,0.6387272022,0.6340782123,0.6072329689,0.6137440758
G39010104776847754000700U1,G39010100007002,391010007002,0.3612727978,0.3659217877,0.3927670311,0.3862559242
G39010104776847754000800U1,G39010100008001,391010008001,1.0,1.0,1.0,1.0
G39010104776847754000800U2,G39010100008002,391010008002,1.0,1.0,1.0,1.0
G39010104776847754000900U1,G39010100009001,391010009001,1.0,1.0,1.0,1.0
G39010104776847754000900U2,G39010100009002,391010009002,1.0,1.0,1.0,1.0
G39010104776847754000900U3,G39010100009003,391010009003,1.0,1.0,1.0,1.0
G39010104776847754000900U4,G39010100009004,391010009004,1.0,1.0,1.0,1.0
G39010104776847754000900U5,G39010100009005,391010009005,1.0,1.0,1.0,1.0
G39010104776847754001000U1,G39010100010001,391010010001,1.0,1.0,1.0,1.0
G39010104776847754001100U1,G39010100011001,391010011001,1.0,1.0,1.0,1.0
G39010104776847754001100U2,G39010100011002,391010011002,1.0,1.0,1.0,1.0
G39010104776847754001100U3,G39010100011003,391010011003,1.0,1.0,1.0,1.0
G39010104776847754010201R3,G39010100102014,391010102014,1.0,1.0,1.0,1.0
G39010104776847754010201R4,G39010100102021,391010102021,0.0,0.0,0.0,0.0
G39010104776847754010201U3,G39010100102014,391010102014,1.0,1.0,1.0,1.0
G39010104776847754010201U4,G39010100102021,391010102021,1.0,1.0,1.0,1.0
G39010104776847754010202R1,G39010100102021,391010102021,1.0,1.0,1.0,1.0
G39010104776847754010202U1,G39010100102021,391010102021,1.0,1.0,1.0,1.0
G39010104776847754010300R4,G39010100103001,391010103001,1.0,1.0,1.0,1.0
G39010104776847754010400U1,G39010100104001,391010104001,1.0,1.0,1.0,1.0
G39010104776899999000200U2,G39010100002002,391010002002,1.0,1.0,1.0,1.0
G39010104776899999000200U3,G39010100002003,391010002003,0.0,0.0,0.0,0.0
G39010104776899999000300U1,G39010100003001,391010003001,0.0,0.0,0.0,0.0
G39010104776899999000300U2,G39010100003002,391010003002,1.0,1.0,1.0,1.0
G39010104776899999000400U1,G39010100004001,391010004001,1.0,1.0,1.0,1.0
G39010104776899999000400U3,G39010100004003,391010004003,1.0,1.0,1.0,1.0
G39010104776899999000600U1,G39010100006001,391010006001,1.0,1.0,1.0,1.0
G39010104776899999000600U2,G39010100006002,391010006002,1.0,1.0,1.0,1.0
G39010104776899999000600U4,G39010100006004,391010006004,1.0,1.0,1.0,1.0
G39010104776899999000900U1,G39010100009001,391010009001,1.0,1.0,1.0,1.0
G39010104776899999000900U5,G39010100009005,391010009005,1.0,1.0,1.0,1.0
G39010104776899999001000U1,G39010100010001,391010010001,1.0,1.0,1.0,1.0
G39010104776899999001000U2,G39010100010002,391010010002,1.0,1.0,1.0,1.0
G39010104776899999001100U1,G39010100011001,391010011001,1.0,1.0,1.0,1.0
G39010104776899999010100R1,G39010100101001,391010101001,1.0,1.0,1.0,1.0
G39010104776899999010100U1,G39010100101001,391010101001,1.0,1.0,1.0,1.0
G39010104776899999010201R1,G39010100102011,391010102011,0.0,0.0,0.0,0.0
G39010104776899999010201R3,G39010100003001,391010003001,0.0,0.0,0.0,0.0
G39010104776899999010201R3,G39010100102014,391010102014,1.0,1.0,1.0,1.0
G39010104776899999010201R3,G39010100103001,391010103001,0.0,0.0,0.0,0.0
G39010104776899999010201R4,G39010100102013,391010102013,0.9820933435,0.9816471321,0.9812300215,0.9800688757
G39010104776899999010201R4,G39010100102021,391010102021,0.0179066565,0.0183528679,0.0187699785,0.0199311243
G39010104776899999010201R5,G39010100102013,391010102013,1.0,1.0,1.0,1.0
G39010104776899999010201U3,G39010100102014,391010102014,1.0,1.0,1.0,1.0
G39010104776899999010201U4,G39010100102013,391010102013,1.0,1.0,1.0,1.0
G39010104776899999010201U5,G39010100102013,391010102013,1.0,1.0,1.0,1.0
G39010104776899999010202R1,G39010100102021,391010102021,0.0,0.0,0.0,0.0
G39010104776899999010300R4,G39010100103001,391010103001,1.0,1.0,1.0,1.0
G39010104776899999010300U4,G39010100103001,391010103001,1.0,1.0,1.0,1.0
G39010104776899999010400R1,G39010100104001,391010104001,1.0,1.0,1.0,1.0
G39010104776899999010400R2,G39010100104002,391010104002,1.0,1.0,1.0,1.0
G39010104776899999010400U1,G39010100104001,391010104001,1.0,1.0,1.0,1.0
G39010105173041902010300R2,G39010100103002,391010103002,1.0,1.0,1.0,1.0
G39010105173054152010300R3,G39010100103004,391010103004,1.0,1.0,1.0,1.0
G39010105173099999010300R2,G39010100103002,391010103002,1.0,1.0,1.0,1.0
G39010105173099999010300R3,G39010100103004,391010103004,1.0,1.0,1.0,1.0
G39010105173099999010300R4,G39010100103004,391010103004,1.0,1.0,1.0,1.0
G39010106335299999000400U3,G39010100004003,391010004003,1.0,1.0,1.0,1.0
G39010106335299999001000U2,G39010100010002,391010010002,1.0,1.0,1.0,1.0
G39010106335299999010300R5,G39010100103005,391010103005,1.0,1.0,1.0,1.0
G39010106335299999010400R1,G39010100104001,391010104001,1.0,1.0,1.0,1.0
G39010106335299999010400R2,G39010100104002,391010104002,1.0,1.0,1.0,1.0
G39010106335299999010400R3,G39010100104003,391010104003,1.0,1.0,1.0,1.0
G39010106335299999010400U1,G39010100104001,391010104001,1.0,1.0,1.0,1.0
G39010106335299999010400U2,G39010100104002,391010104002,1.0,1.0,1.0,1.0
G39010106335299999010400U3,G39010100104003,391010104003,1.0,1.0,1.0,1.0
G39010106335299999010500R2,G39010100105002,391010105002,1.0,1.0,1.0,1.0
G39010106335299999010500R3,G39010100105003,391010105003,1.0,1.0,1.0,1.0
G39010106479464780010500R1,G39010100105001,391010105001,1.0,1.0,1.0,1.0
G39010106479499999010300R5,G39010100103005,391010103005,1.0,1.0,1.0,1.0
G39010106479499999010500R1,G39010100105001,391010105001,1.0,1.0,1.0,1.0
G39010106479499999010500R2,G39010100105002,391010105002,1.0,1.0,1.0,1.0
G39010106479499999010500R3,G39010100105003,391010105003,1.0,1.0,1.0,1.0
G39010106675499999010100R5,G39010100101005,391010101005,1.0,1.0,1.0,1.0
G39010106675499999010500R3,G39010100105003,391010105003,1.0,1.0,1.0,1.0
G39010106675499999010500R4,G39010100105004,391010105004,1.0,1.0,1.0,1.0
G39010107024052276010201R1,G39010100102011,391010102011,1.0,1.0,1.0,1.0
G39010107024099999010201R1,G39010100102011,391010102011,1.0,1.0,1.0,1.0
G39010107107399999010100R1,G39010100101001,391010101001,1.0,1.0,1.0,1.0
G39010107107399999010100R2,G39010100101002,391010101002,1.0,1.0,1.0,1.0
G39010107107399999010100R3,G39010100101003,391010101003,1.0,1.0,1.0,1.0
G39010107107399999010201R2,G39010100102012,391010102012,1.0,1.0,1.0,1.0
G39010107774299999010100R2,G39010100101002,391010101002,1.0,1.0,1.0,1.0
G39010107774299999010100R3,G39010100101003,391010101003,0.0,0.0,0.0,0.0
G39010108051480500010500R3,G39010100105003,391010105003,1.0,1.0,1.0,1.0
G39010108051499999010500R2,G39010100105002,391010105002,1.0,1.0,1.0,1.0
G39010108051499999010500R3,G39010100105003,391010105003,1.0,1.0,1.0,1.0
G39010108051499999010500R4,G39010100105004,391010105004,1.0,1.0,1.0,1.0
G39010300968009680415100U1,G39010304151001,391034151001,1.0,1.0,1.0,1.0
G39010300968009680415100U2,G39010304151002,391034151002,1.0,1.0,1.0,1.0
G39010300968009680415200U1,G39010304152001,391034152001,1.0,1.0,1.0,1.0
G39010300968009680415200U2,G39010304152002,391034152002,1.0,1.0,1.0,1.0
G39010300968009680415200U3,G39010304152003,391034152003,1.0,1.0,1.0,1.0
G39010300968009680415300U1,G39010304153001,391034153001,1.0,1.0,1.0,1.0
G39010300968009680415300U2,G39010304153002,391034153002,1.0,1.0,1.0,1.0
G39010300968009680415300U3,G39010304153003,391034153003,1.0,1.0,1.0,1.0
G39010300968009680415400U1,G39010304154001,391034154001,1.0,1.0,1.0,1.0
G39010300968009680415400U2,G39010304154002,391034154002,1.0,1.0,1.0,1.0
G39010300968009680415400U3,G39010304154003,391034154003,1.0,1.0,1.0,1.0
G39010300968009680415800U1,G39010304158001,391034158001,1.0,1.0,1.0,1.0
G39010300968009680416000U1,G39010304160001,391034160001,1.0,1.0,1.0,1.0
G39010300968009680416000U2,G39010304160002,391034160002,1.0,1.0,1.0,1.0
G39010300968009680416000U3,G39010304160003,391034160003,1.0,1.0,1.0,1.0
G39010300968009680416000U4,G39010304160004,391034160004,1.0,1.0,1.0,1.0
G39010300968009680416100R1,G39010304161001,391034161001,1.0,0.0,1.0,1.0
G39010300968009680416100U1,G39010304161001,391034161001,1.0,1.0,1.0,1.0
G39010300968009680416100U2,G39010304161002,391034161002,1.0,1.0,1.0,1.0
G39010300968009680416100U3,G39010304161003,391034161003,1.0,1.0,1.0,1.0
G39010300968009680416200R2,G39010304162002,391034162002,0.0,0.0,0.0,0.0
G39010300968009680416200U1,G39010304162001,391034162001,1.0,1.0,1.0,1.0
G39010300968009680416200U2,G39010304162002,391034162002,1.0,1.0,1.0,1.0
G39010300968009680416300U1,G39010304163001,391034163001,1.0,1.0,1.0,1.0
G39010300968009680416300U2,G39010304163002,391034163002,1.0,1.0,1.0,1.0
G39010300968009680416400U1,G39010304164001,391034164001,1.0,1.0,1.0,1.0
G39010300968009680416400U2,G39010304164002,391034164002,1.0,1.0,1.0,1.0
G39010300968009680416400U3,G39010304164003,391034164003,1.0,1.0,1.0,1.0
G39010300970899999415100U1,G39010304151001,391034151001,0.0,0.0,0.0,0.0
G39010300970899999415100U2,G39010304151002,391034151002,0.0,0.0,0.0,0.0
G39010300970899999415200U1,G39010304152001,391034152001,1.0,1.0,1.0,1.0
G39010300970899999415300U1,G39010304153001,391034153001,1.0,1.0,1.0,1.0
G39010300970899999415400U1,G39010304154001,391034154001,1.0,1.0,1.0,1.0
G39010300970899999415400U2,G39010304154002,391034154002,1.0,1.0,1.0,1.0
G39010300970899999415800U1,G39010304158001,391034158001,1.0,1.0,1.0,1.0
G39010300970899999415800U2,G39010304158002,391034158002,1.0,1.0,1.0,1.0
G39010300970899999416000U2,G39010304160002,391034160002,0.0,0.0,0.0,0.0
G39010300970899999416000U3,G39010304160003,391034160003,0.0,0.0,0.0,0.0
G39010300970899999416100R1,G39010304161001,391034161001,1.0,1.0,1.0,1.0
G39010300970899999416100U1,G39010304161001,391034161001,1.0,1.0,1.0,1.0
G39010300970899999416100U2,G39010304161002,391034161002,1.0,1.0,1.0,1.0
G39010300970899999416200R2,G39010304162002,391034162002,1.0,1.0,1.0,1.0
G39010300970899999416200U1,G39010304162001,391034162001,0.0,0.0,0.0,0.0
G39010300970899999416200U2,G39010304162002,391034162002,1.0,1.0,1.0,1.0
G39010300970899999416300U1,G39010304163001,391034163001,1.0,1.0,1.0,1.0
G39010300970899999416300U2,G39010304163002,391034163002,1.0,1.0,1.0,1.0
G39010300970899999416400U1,G39010304164001,391034164001,1.0,1.0,1.0,1.0
G39010301375099999409001R1,G39010304090011,391034090011,0.9986683142,0.9986950747,0.9986941386,0.9986772392
G39010301375099999409001R1,G39010304090021,391034090021,0.0013316858,0.0013049253,0.0013058614,0.0013227608
G39010301375099999409001R2,G39010304090012,391034090012,0.9954417691,0.9953614143,0.9954388132,0.9955786609
G39010301375099999409001R2,G39010304090021,391034090021,0.0036145417,0.0037225262,0.0035582019,0.0034491061
G39010301375099999409001R2,G39010304090022,391034090022,0.0009436892,0.0009160595,0.0010029849,0.000972233
G39010303137499999405000R1,G39010304050001,391034050001,1.0,1.0,1.0,1.0
G39010303137499999405000R2,G39010304050002,391034050002,1.0,1.0,1.0,1.0
G39010303137499999405000U1,G39010304050001,391034050001,1.0,1.0,1.0,1.0
G39010303267667356413000R4,G39010304130004,391034130004,1.0,1.0,1.0,1.0
G39010303267671486413000R2,G39010304130002,391034130002,1.0,1.0,1.0,1.0
G39010303267671486413000R3,G39010304130003,391034130003,0.0,0.0,0.0,0.0
G39010303267671486413000U2,G39010304130002,391034130002,1.0,1.0,1.0,1.0
G39010303267671486413000U3,G39010304130003,391034130003,1.0,1.0,1.0,1.0
G39010303267699999413000R1,G39010304130001,391034130001,1.0,1.0,1.0,1.0
G39010303267699999413000R2,G39010304130002,391034130002,1.0,1.0,1.0,1.0
G39010303267699999413000R3,G39010304130003,391034130003,1.0,1.0,1.0,1.0
G39010303267699999413000R4,G39010304130004,391034130004,1.0,1.0,1.0,1.0
G39010303267699999413000U1,G39010304130001,391034130001,1.0,1.0,1.0,1.0
G39010303267699999413000U2,G39010304130002,391034130002,1.0,1.0,1.0,1.0
G39010303267699999413000U3,G39010304130003,391034130003,1.0,1.0,1.0,1.0
G39010303410444604411002R3,G39010304110023,391034110023,1.0,1.0,1.0,1.0
G39010303410444604411002U1,G39010304110021,391034110021,1.0,1.0,1.0,1.0
G39010303410444604411002U2,G39010304110022,391034110022,1.0,1.0,1.0,1.0
G39010303410444604411002U3,G39010304110023,391034110023,1.0,1.0,1.0,1.0
G39010303410499999409001R2,G39010304110011,391034110011,1.0,1.0,1.0,1.0
G39010303410499999411001R1,G39010304110011,391034110011,1.0,1.0,1.0,1.0
G39010303410499999411002R3,G39010304110023,391034110023,1.0,1.0,1.0,1.0
G39010303410499999411002U1,G39010304110021,391034110021,1.0,1.0,1.0,1.0
G39010303410499999411002U2,G39010304110022,391034110022,1.0,0.0,1.0,1.0
G39010303410499999411002U3,G39010304110023,391034110023,0.0,0.0,0.0,0.0
G39010303564499999400100R1,G39010304001001,391034001001,1.0,1.0,1.0,1.0
G39010303564499999400100R2,G39010304001002,391034001002,0.9996412178,0.9996436926,0.9996504133,0.999650869
G39010303564499999400100R2,G39010304050002,391034050002,0.0003587822,0.0003563074,0.0003495867,0.000349131
G39010303564499999400100R3,G39010304001003,391034001003,1.0,1.0,1.0,1.0
G39010303564499999400100R4,G39010304001004,391034001004,0.9999951635,0.9999957252,0.9999963371,0.9999955342
G39010303564499999400100R4,G39010304050002,391034050002,4.8365e-06,4.2748e-06,3.6629e-06,4.4658e-06
G39010303564499999400100U1,G39010304001001,391034001001,1.0,1.0,1.0,1.0
G39010303607899999410000R3,G39010304100003,391034100003,1.0,1.0,1.0,1.0
G39010304117414282409002R3,G39010304090023,391034090023,0.0,0.0,0.0,0.0
G39010304117414282409002U3,G39010304090023,391034090023,1.0,1.0,1.0,1.0
G39010304117499999408200R3,G39010304082023,391034082023,1.0,1.0,1.0,1.0
G39010304117499999408200R4,G39010304082012,391034082012,1.0,1.0,1.0,1.0
G39010304117499999408200U3,G39010304082023,391034082023,1.0,1.0,1.0,1.0
G39010304117499999408200U4,G39010304082012,391034082012,1.0,1.0,1.0,1.0
G39010304117499999409002R1,G39010304090021,391034090021,1.0,1.0,1.0,1.0
G39010304117499999409002R2,G39010304070004,391034070004,0.000109484,0.0001434343,0.0001535905,0.0001574179
G39010304117499999409002R2,G39010304090022,391034090022,0.999890516,0.9998565657,0.9998464095,0.9998425821
G39010304117499999409002R3,G39010304090023,391034090023,0.0,0.0,0.0,0.0
G39010304117499999409002U2,G39010304090022,391034090022,1.0,1.0,1.0,1.0
G39010304117499999409002U3,G39010304090023,391034090023,1.0,1.0,1.0,1.0
G39010304407299999403001R1,G39010304030011,391034030011,1.0,1.0,1.0,1.0
G39010304407299999403001R1,G39010304030012,391034030012,0.0,0.0,0.0,0.0
G39010304407299999403001R2,G39010304030012,391034030012,1.0,1.0,1.0,1.0
G39010304424099999402000R1,G39010304020001,391034020001,1.0,1.0,1.0,1.0
G39010304424099999402000R2,G39010304020002,391034020002,1.0,1.0,1.0,1.0
G39010304424099999402000R3,G39010304020003,391034020003,1.0,1.0,1.0,1.0
G39010304879048790408000R4,G39010304080031,391034080031,0.0,0.0,0.0,0.0
G39010304879048790408000U1,G39010304080013,391034080013,1.0,1.0,1.0,1.0
