bg2010gj,bg2010ge,bg2020gj,bg2020ge,wt_pop,wt_adult,wt_hh,wt_fam,wt_hu,parea
G39011709652001,391179652001,G39011709652012,391179652012,0.414705882353,0.411913814956,0.427109974425,0.426229508197,0.425480769231,0.386110075125
G39011709652001,391179652001,G39011709654012,391179654012,1.9251666e-5,2.4888085e-5,3.0133042e-5,0,2.8322162e-5,1.9643625e-5
G39011709652001,391179652001,G39011709652022,391179652022,0.066666666667,0.06463878327,0.066496163683,0.059016393443,0.0625,0.182593238896
G39011709652001,391179652001,G39011709652013,391179652013,0.027450980392000002,0.030418250951,0.030690537084,0.032786885246,0.028846153846,0.027524360516
G39011709652002,391179652002,G39011709652021,391179652021,0.854262144821,0.84578313253,0.846889952153,0.852307692308,0.842342342342,0.744755858381
G39011709652002,391179652002,G39011709652022,391179652022,0.145737855179,0.15421686747,0.153110047847,0.147692307692,0.157657657658,0.255244141619
G39011709652003,391179652003,G39011709652013,391179652013,0.635714285714,0.615384615385,0.645320197044,0.694050991501,0.644832605531,0.58688253007
G39011709652003,391179652003,G39011709652012,391179652012,0.167346938776,0.170490328385,0.183908045977,0.167138810198,0.182678311499,0.125058259732
G39011709652003,391179652003,G39011709652022,391179652022,0.19693877551,0.21412505623,0.170771756979,0.1388101983,0.172489082969,0.288046309829
G39011709652003,391179652003,G39011709652011,391179652011,0,0,0,0,0,1.2900369e-5
G39011709652004,391179652004,G39011709652012,391179652012,0.8038647343,0.803278688525,0.810666666667,0.787878787879,0.808933002481,0.786016971116
G39011709652004,391179652004,G39011709652022,391179652022,0.1961352657,0.196721311475,0.189333333333,0.212121212121,0.191066997519,0.213983028884
G39011709652005,391179652005,G39011709652011,391179652011,0.958125623131,0.968169761273,0.964480874317,0.95951417004,0.963503649635,0.947425487927
G39011709652005,391179652005,G39011709652021,391179652021,0.041874376869,0.031830238727,0.035519125683,0.04048582996,0.036496350365,0.052574512073
G39011709653001,391179653001,G39011709653001,391179653001,1,1,1,1,1,1
G39011709653002,391179653002,G39011709653002,391179653002,1,1,1,1,1,1
G39011709653003,391179653003,G39011709653003,391179653003,1,1,1,1,1,1
G39011709653004,391179653004,G39011709653004,391179653004,1,1,1,1,1,1
G39011709653005,391179653005,G39011709653005,391179653005,1,1,1,1,1,1
G39011709654001,391179654001,G39011709654021,391179654021,1,1,1,1,1,1
G39011709654002,391179654002,G39011709654012,391179654012,0.366735112936,0.360906515581,0.370760233918,0.361356932153,0.362050163577,0.455502713667
G39011709654002,391179654002,G39011709654011,391179654011,0.633264887064,0.639093484419,0.629239766082,0.638643067847,0.637949836423,0.544497286333
G39011709654003,391179654003,G39011709654021,391179654021,0.018474656561,0.01894186806,0.020352781547,0.017921146953,0.022670025189,0.003320295589
G39011709654003,391179654003,G39011709654022,391179654022,0.303173851255,0.306988896146,0.306648575305,0.293906810036,0.317380352645,0.440217791542
G39011709654003,391179654003,G39011709654011,391179654011,0,0,0,0,0,8.68604263e-4
G39011709654003,391179654003,G39011709654012,391179654012,0,0,0,0,0,1.85608644e-4
G39011709654003,391179654003,G39011709654023,391179654023,0.678351492184,0.674069235794,0.672998643148,0.688172043011,0.659949622166,0.555407699962
G39011709655001,391179655001,G39011709655021,391179655021,1,1,1,1,1,1
G39011709655002,391179655002,G39011709655011,391179655011,1,1,1,1,1,1
G39011709655003,391179655003,G39011709655012,391179655012,1,1,1,1,1,1
G39011709655004,391179655004,G39011709655022,391179655022,1,1,1,1,1,1
G39011909110001,391199110001,G39011909110001,391199110001,1,1,1,1,1,1
G39011909110002,391199110002,G39011909110002,391199110002,1,1,1,1,1,1
G39011909110003,391199110003,G39011909110003,391199110003,1,1,1,1,1,0.996923196872
G39011909110003,391199110003,G39011909119002,391199119002,0,0,0,0,0,0.003076803128
G39011909110004,391199110004,G39011909110004,391199110004,1,1,1,1,1,1
G39011909111001,391199111001,G39011909111001,391199111001,1,1,1,1,1,1
G39011909111002,391199111002,G39011909111002,391199111002,1,1,1,1,1,0.99999217756
G39011909111002,391199111002,G39011909116011,391199116011,0,0,0,0,0,7.82244e-6
G39011909111003,391199111003,G39011909111003,391199111003,1,1,1,1,1,1
G39011909111004,391199111004,G39011909111004,391199111004,1,1,1,1,1,1
G39011909111005,391199111005,G39011909111005,391199111005,0.96174863388,0.965073529412,0.964856230032,0.966019417476,0.964285714286,0.927866462758
G39011909111005,391199111005,G39011909111002,391199111002,0.03825136612,0.034926470588,0.035143769968,0.033980582524,0.035714285714,0.068895338943
G39011909111005,391199111005,G39011909111001,391199111001,0,0,0,0,0,0.003238198299
G39011909112001,391199112001,G39011909112021,391199112021,1,1,1,1,1,1
G39011909112002,391199112002,G39011909112011,391199112011,1,1,1,1,1,1
G39011909112003,391199112003,G39011909112012,391199112012,0.852960745176,0.859744990893,0.851657940663,0.86320754717,0.836734693878,0.994487328165
G39011909112003,391199112003,G39011909112011,391199112011,0.147039254824,0.140255009107,0.148342059337,0.13679245283,0.163265306122,0.005512671835
G39011909112004,391199112004,G39011909112022,391199112022,1,1,1,1,1,1
G39011909113001,391199113001,G39011909113001,391199113001,1,1,1,1,1,1
G39011909113002,391199113002,G39011909113002,391199113002,1,1,1,1,1,1
G39011909113003,391199113003,G39011909113003,391199113003,1,1,1,1,1,1
G39011909113004,391199113004,G39011909113004,391199113004,1,1,1,1,1,1
G39011909114001,391199114001,G39011909114001,391199114001,1,1,1,1,1,1
G39011909114002,391199114002,G39011909114002,391199114002,1,1,1,1,1,1
G39011909114003,391199114003,G39011909114004,391199114004,1,1,1,1,1,1
G39011909114004,391199114004,G39011909114004,391199114004,1,1,1,1,1,1
G39011909114005,391199114005,G39011909114003,391199114003,1,1,1,1,1,1
G39011909115001,391199115001,G39011909115003,391199115003,1,1,1,1,1,1
G39011909115002,391199115002,G39011909115001,391199115001,1,1,1,1,1,1
G39011909115003,391199115003,G39011909115003,391199115003,1,1,1,1,1,1
G39011909115004,391199115004,G39011909115002,391199115002,1,1,1,1,1,1
G39011909116001,391199116001,G39011909116011,391199116011,1,1,1,1,1,1
G39011909116002,391199116002,G39011909116021,391199116021,1,1,1,1,1,1
G39011909116003,391199116003,G39011909116012,391199116012,1,1,1,1,1,1
G39011909116004,391199116004,G39011909116022,391199116022,1,1,1,1,1,1
G39011909116005,391199116005,G39011909116023,391199116023,1,1,1,1,1,1
G39011909117001,391199117001,G39011909117001,391199117001,1,1,1,1,1,1
G39011909117002,391199117002,G39011909117002,391199117002,1,1,1,1,1,1
G39011909117003,391199117003,G39011909117003,391199117003,0.807210031348,0.7995951417,0.799319727891,0.798850574713,0.783281733746,0.790830096254
G39011909117003,391199117003,G39011909117001,391199117001,0.192789968652,0.2004048583,0.200680272109,0.201149425287,0.216718266254,0.209169903746
G39011909117004,391199117004,G39011909117003,391199117003,1,1,1,1,1,1
G39011909118001,391199118001,G39011909118001,391199118001,1,1,1,1,1,1
G39011909118002,391199118002,G39011909118002,391199118002,1,1,1,1,1,1
G39011909118003,391199118003,G39011909118003,391199118003,1,1,1,1,1,1
G39011909118004,391199118004,G39011909118004,391199118004,1,1,1,1,1,1
G39011909119001,391199119001,G39011909119002,391199119002,1,1,1,1,1,1
G39011909119002,391199119002,G39011909119002,391199119002,1,1,1,1,1,1
G39011909119003,391199119003,G39011909119001,391199119001,1,1,1,1,1,1
G39011909120001,391199120001,G39011909120001,391199120001,1,1,1,1,1,1
G39011909120002,391199120002,G39011909120002,391199120002,1,1,1,1,1,1
G39011909120003,391199120003,G39011909120003,391199120003,1,1,1,1,1,1
G39011909121001,391199121001,G39011909121001,391199121001,1,1,1,1,1,0.99069103606
G39011909121001,391199121001,G39011909123001,391199123001,0,0,0,0,0,0.00930896394
G39011909121002,391199121002,G39011909121002,391199121002,0.963619402985,0.954484605087,0.947598253275,0.962809917355,0.941064638783,0.941037593804
G39011909121002,391199121002,G39011909121001,391199121001,0.036380597015,0.045515394913,0.052401746725,0.037190082645,0.058935361217,0.058962406196
G39011909121003,391199121003,G39011909121003,391199121003,1,1,1,1,1,1
G39011909121004,391199121004,G39011909121004,391199121004,1,1,1,1,1,0.997539749287
G39011909121004,391199121004,G39011909121001,391199121001,0,0,0,0,0,0.002460250713
G39011909122001,391199122001,G39011909122001,391199122001,1,1,1,1,1,0.998125393006
G39011909122001,391199122001,G39011909122004,391199122004,0,0,0,0,0,0.001874606994
G39011909122002,391199122002,G39011909122002,391199122002,1,1,1,1,1,1
G39011909122003,391199122003,G39011909122003,391199122003,1,1,1,1,1,1
G39011909122004,391199122004,G39011909122004,391199122004,1,1,1,1,1,1
G39011909123001,391199123001,G39011909121001,391199121001,5.81395349e-4,7.65110941e-4,0.001375515818,0,0.001295336788,0.168182145131
G39011909123001,391199123001,G39011909123002,391199123002,0.023260325922,0.018368600295,0.017892380447,0.026639344262,0.018144767597,0.019461712456
G39011909123001,391199123001,G39011909123001,391199123001,0.97615827873,0.980866288764,0.980732103734,0.973360655738,0.980559895615,0.812356142413
G39011909123002,391199123002,G39011909123002,391199123002,0.968768160248,0.96768651477,0.966381663218,0.965098610448,0.968850509825,0.856405587904
G39011909123002,391199123002,G39011909123003,391199123003,0.031231839752,0.03231348523,0.033618336782,0.034901389552,0.031149490175,0.140001868243
G39011909123002,391199123002,G39011909121001,391199121001,0,0,0,0,0,0.003592543853
G39011909123003,391199123003,G39011909123003,391199123003,0.994245270545,0.992572384075,0.991414314925,0.992443513767,0.99221765388,0.964733425552
G39011909123003,391199123003,G39011909123002,391199123002,0.005754729455,0.007427615925,0.008585685075,0.007556486233,0.00778234612,0.0351356522
G39011909123003,391199123003,G39011909123001,391199123001,0,0,0,0,0,1.30922248e-4
G39011909124001,391199124001,G39011909124001,391199124001,1,1,1,1,1,1
G39011909124002,391199124002,G39011909124002,391199124002,1,1,1,1,1,0.999175740978
G39011909124002,391199124002,G39011909124004,391199124004,0,0,0,0,0,1.35917102e-4
G39011909124002,391199124002,G39011909125004,391199125004,0,0,0,0,0,6.8834192e-4
G39011909124003,391199124003,G39011909124003,391199124003,1,1,1,1,1,1
G39011909124004,391199124004,G39011909124004,391199124004,1,1,1,1,1,1
G39011909125001,391199125001,G39011909125001,391199125001,1,1,1,1,1,1
G39011909125002,391199125002,G39011909125002,391199125002,1,1,1,1,1,1
G39011909125003,391199125003,G39011909125003,391199125003,1,1,1,1,1,1
G39011909125004,391199125004,G39011909125004,391199125004,0.90303966923,0.908414080224,0.904392536539,0.913586706922,0.897256585611,0.998838128851
G39011909125004,391199125004,G39011909125003,391199125003,4.0040915e-5,3.6624001e-5,3.636789e-5,3.4555536e-5,3.0236094e-5,6.2363994e-5
G39011909125004,391199125004,G39011909125001,391199125001,0.096920289855,0.091549295775,0.095571095571,0.086378737542,0.102713178295,0.001099507155
G39011909126001,391199126001,G39011909126001,391199126001,0.952918410259,0.949633686924,0.947323166989,0.954705823186,0.944295749089,0.994952718432
G39011909126001,391199126001,G39011909128002,391199128002,0.001746724891,0.002239641657,0.002207505519,0.003021148036,0.001615508885,1.5270728e-5
G39011909126001,391199126001,G39011909126002,391199126002,0.04533486485,0.048126671418,0.050469327492,0.042273028778,0.054088742026,0.00503201084
G39011909126002,391199126002,G39011909126002,391199126002,1,1,1,1,1,1
G39011909126003,391199126003,G39011909126003,391199126003,1,1,1,1,1,1
G39011909127001,391199127001,G39011909127001,391199127001,0.999991233743,0.999990763956,0.999988106296,0.999991053323,0.999988757675,0.999927528589
G39011909127001,391199127001,G39011909128001,391199128001,8.766257e-6,9.236044e-6,1.1893704e-5,8.946677e-6,1.1242325e-5,7.2471411e-5
G39011909127002,391199127002,G39011909127002,391199127002,1,1,1,1,1,1
G39011909127003,391199127003,G39011909127003,391199127003,1,1,1,1,1,1
G39011909127004,391199127004,G39011909127004,391199127004,1,1,1,1,1,1
G39011909128001,391199128001,G39011909128001,391199128001,0.998923688881,0.998898528362,0.999261779647,0.999017100379,0.999310211598,0.999984739899
G39011909128001,391199128001,G39011909127001,391199127001,0.001076311119,0.001101471638,7.38220353e-4,9.82899621e-4,6.89788402e-4,1.5260101e-5
G39011909128002,391199128002,G39011909128002,391199128002,1,1,1,1,1,1
G39011909128003,391199128003,G39011909128003,391199128003,1,1,1,1,1,1
G39011909128004,391199128004,G39011909128004,391199128004,1,1,1,1,1,1
G39012109683001,391219683001,G39012109683001,391219683001,1,1,1,1,1,1
G39012109683002,391219683002,G39012109683002,391219683002,1,1,1,1,1,1
G39012109683003,391219683003,G39012109683003,391219683003,1,1,1,1,1,1
G39012109683004,391219683004,G39012109683004,391219683004,1,1,1,1,1,1
G39012109684001,391219684001,G39012109684011,391219684011,1,1,1,1,1,1
G39012109684002,391219684002,G39012109684012,391219684012,1,1,1,1,1,1
G39012109684003,391219684003,G39012109684013,391219684013,1,1,1,1,1,1
G39012109684004,391219684004,G39012109684021,391219684021,1,1,1,1,1,1
G39012109685001,391219685001,G39012109685001,391219685001,1,1,1,1,1,1
G39012109685002,391219685002,G39012109685002,391219685002,1,1,1,1,1,1
G39012109685003,391219685003,G39012109685003,391219685003,1,1,1,1,1,1
G39012109685004,391219685004,G39012109685004,391219685004,1,1,1,1,1,1
G39012300501001,391230501001,G39012300501001,391230501001,1,1,1,1,1,1
G39012300502011,391230502011,G39012300503013,391230503013,0,0,0,0,0,0
G39012300502011,391230502011,G39012300502011,391230502011,1,1,1,1,1,1
G39012300502012,391230502012,G39012300502012,391230502012,0.996478873239,0.995973154362,0.995505617978,0.995815899582,0.991896272285,0.97756015157
G39012300502012,391230502012,G39012300512012,391230512012,0.003521126761,0.004026845638,0.004494382022,0.004184100418,0.008103727715,0.02243984843
G39012300502021,391230502021,G39012300502021,391230502021,1,1,1,1,1,1
G39012300502021,391230502021,G39012300503013,391230503013,0,0,0,0,0,0
G39012300502021,391230502021,G39012300503023,391230503023,0,0,0,0,0,0
G39012300502022,391230502022,G39012300502022,391230502022,0.802863436123,0.803129074316,0.8,0.803986710963,0.764115432873,0.745994915514
G39012300502022,391230502022,G39012300502021,391230502021,0.197136563877,0.196870925684,0.2,0.196013289037,0.235884567127,0.254005084486
G39012300503011,391230503011,G39012300503011,391230503011,0.837090909091,0.816071428571,0.805510534846,0.807407407407,0.651046859422,0.914133601125
G39012300503011,391230503011,G39012300503013,391230503013,0.162181818182,0.183035714286,0.192868719611,0.192592592593,0.347956131605,0.085860033173
G39012300503011,391230503011,G39012300502011,391230502011,7.27272727e-4,8.92857143e-4,0.001620745543,0,9.97008973e-4,6.365702e-6
G39012300503012,391230503012,G39012300503012,391230503012,1,1,1,1,1,1
G39012300503013,391230503013,G39012300503013,391230503013,1,1,1,1,1,1
G39012300503021,391230503021,G39012300503021,391230503021,1,1,1,1,1,1
G39012300503022,391230503022,G39012300503022,391230503022,1,1,1,1,1,0.996715777938
G39012300503022,391230503022,G39012300503023,391230503023,0,0,0,0,0,0.003284222062
G39012300503023,391230503023,G39012300503023,391230503023,0.758192090395,0.785714285714,0.796137339056,0.760162601626,0.885020242915,0.769552169084
G39012300503023,391230503023,G39012300503022,391230503022,0.241807909605,0.214285714286,0.203862660944,0.239837398374,0.114979757085,0.230447830916
G39012300505001,391230505001,G39012300505001,391230505001,1,1,1,1,1,1
G39012300505002,391230505002,G39012300505002,391230505002,1,1,1,1,1,1
G39012300505003,391230505003,G39012300505003,391230505003,1,1,1,1,1,1
G39012300505004,391230505004,G39012300505004,391230505004,1,1,1,1,1,1
G39012300506001,391230506001,G39012300506001,391230506001,1,1,1,1,1,1
G39012300506002,391230506002,G39012300506002,391230506002,1,1,1,1,1,1
G39012300506003,391230506003,G39012300506003,391230506003,1,1,1,1,1,1
G39012300506004,391230506004,G39012300506004,391230506004,1,1,1,1,1,1
G39012300507001,391230507001,G39012300507001,391230507001,1,1,1,1,1,1
G39012300507002,391230507002,G39012300507002,391230507002,1,1,1,1,1,1
G39012300507003,391230507003,G39012300507003,391230507003,1,1,1,1,1,1
G39012300508001,391230508001,G39012300508001,391230508001,1,1,1,1,1,0.999966265794
G39012300508001,391230508001,G39012300508002,391230508002,0,0,0,0,0,3.3734206e-5
G39012300508002,391230508002,G39012300508002,391230508002,1,1,1,1,1,1
G39012300508003,391230508003,G39012300508003,391230508003,1,1,1,1,1,1
G39012300508003,391230508003,G39012300507003,391230507003,0,0,0,0,0,0
G39012300508004,391230508004,G39012300508004,391230508004,1,1,1,1,1,1
G39012300509001,391230509001,G39012300509001,391230509001,1,1,1,1,1,1
G39012300509002,391230509002,G39012300509002,391230509002,1,1,1,1,1,1
G39012300509003,391230509003,G39012300509003,391230509003,1,1,1,1,1,1
G39012300509004,391230509004,G39012300509004,391230509004,1,1,1,1,1,1
G39012300509005,391230509005,G39012300509005,391230509005,1,1,1,1,1,1
G39012300510001,391230510001,G39012300510001,391230510001,1,1,1,1,1,1
G39012300510002,391230510002,G39012300510002,391230510002,1,1,1,1,1,1
G39012300510003,391230510003,G39012300510002,391230510002,3.25905279e-4,2.67660603e-4,3.1027823e-4,4.83295831e-4,2.88903508e-4,3.54543549e-4
G39012300510003,391230510003,G39012300510003,391230510003,0.999674094721,0.999732339397,0.99968972177,0.999516704169,0.999711096492,0.999645456451
G39012300510004,391230510004,G39012300510004,391230510004,1,1,1,1,1,1
G39012300510005,391230510005,G39012300510005,391230510005,1,1,1,1,1,1
G39012300511001,391230511001,G39012300511001,391230511001,1,1,1,1,1,1
G39012300511002,391230511002,G39012300511002,391230511002,1,1,1,1,1,1
G39012300511003,391230511003,G39012300511003,391230511003,1,1,1,1,1,1
G39012300512001,391230512001,G39012300512012,391230512012,0.509307803047,0.500358686923,0.510600784784,0.502490942969,0.629735067894,0.522086170142
G39012300512001,391230512001,G39012300505002,391230505002,0.001579969147,0.001657442109,0.001780167597,0.001687330011,0.004977343811,2.86951182e-4
G39012300512001,391230512001,G39012300505004,391230505004,0,0,0,0,0,0.001263617806
G39012300512001,391230512001,G39012300505001,391230505001,0,0,0,0,0,5.91712473e-4
G39012300512001,391230512001,G39012300512011,391230512011,0.489112227806,0.497983870968,0.487619047619,0.495821727019,0.365287588295,0.475771548397
G39012300512002,391230512002,G39012300512022,391230512022,1,1,1,1,1,1
G39012300512003,391230512003,G39012300512021,391230512021,0.976377952756,0.984741784038,0.984649122807,0.983443708609,0.987389659521,0.860564000645
G39012300512003,391230512003,G39012300512022,391230512022,0.023622047244,0.015258215962,0.015350877193,0.016556291391,0.012610340479,0.139435999355
G39012300512004,391230512004,G39012300512031,391230512031,1,1,1,1,1,1
G39012509601001,391259601001,G39012509601001,391259601001,1,1,1,1,1,1
G39012509601002,391259601002,G39012509601002,391259601002,0.999995931202,0.999994854317,0.999993968256,0.999997076814,0.999992310276,0.999996596815
G39012509601002,391259601002,G39012509605001,391259605001,4.068798e-6,5.145683e-6,6.031744e-6,2.923186e-6,7.689724e-6,3.403185e-6
G39012509601003,391259601003,G39012509601003,391259601003,1,1,1,1,1,1
G39012509602001,391259602001,G39012509602001,391259602001,0.986383442266,0.983882270498,0.985185185185,0.980916030534,0.986547085202,0.966550073507
G39012509602001,391259602001,G39012509602002,391259602002,0.013616557734,0.016117729502,0.014814814815,0.019083969466,0.013452914798,0.033449926493
G39012509602002,391259602002,G39012509602002,391259602002,1,1,1,1,1,1
G39012509602003,391259602003,G39012509602003,391259602003,1,1,1,1,1,0.999571927548
G39012509602003,391259602003,G39012509602002,391259602002,0,0,0,0,0,4.28072452e-4
G39012509603001,391259603001,G39012509603001,391259603001,1,1,1,1,1,1
G39012509603002,391259603002,G39012509603002,391259603002,1,1,1,1,1,1
G39012509603003,391259603003,G39012509603003,391259603003,1,1,1,1,1,1
G39012509603004,391259603004,G39012509603004,391259603004,1,1,1,1,1,1
G39012509604001,391259604001,G39012509604001,391259604001,0.977142857143,0.976016684046,0.975855130785,0.978723404255,0.976363636364,0.998955842617
G39012509604001,391259604001,G39012509604002,391259604002,0.022857142857,0.023983315954,0.024144869215,0.021276595745,0.023636363636,0.001044157383
G39012509604002,391259604002,G39012509604002,391259604002,1,1,1,1,1,1
G39012509604003,391259604003,G39012509604003,391259604003,0.981900452489,0.976489028213,0.978082191781,0.978632478632,0.970251716247,0.963812557993
G39012509604003,391259604003,G39012509604002,391259604002,0.018099547511,0.023510971787,0.021917808219,0.021367521368,0.029748283753,0.036187442007
G39012509605001,391259605001,G39012509605001,391259605001,1,1,1,1,1,0.995624051551
G39012509605001,391259605001,G39012509605002,391259605002,0,0,0,0,0,0.004375948449
G39012509605002,391259605002,G39012509605002,391259605002,0.963831848489,0.955671314029,0.95313346133,0.953517327246,0.953970500936,0.871222971628
G39012509605002,391259605002,G39012509605001,391259605001,0.036168151511,0.044328685971,0.04686653867,0.046482672754,0.046029499064,0.128777028372
G39012509605003,391259605003,G39012509605003,391259605003,1,1,1,1,1,1
G39012509605004,391259605004,G39012509605004,391259605004,1,1,1,1,1,1
G39012709658001,391279658001,G39012709658012,391279658012,1,1,1,1,1,1
G39012709658002,391279658002,G39012709658011,391279658011,1,1,1,1,1,1
G39012709658003,391279658003,G39012709658023,391279658023,1,1,1,1,1,1
G39012709658004,391279658004,G39012709658021,391279658021,0,0,0,0,0,3.9494133e-5
G39012709658004,391279658004,G39012709658022,391279658022,1,1,1,1,1,0.999960505867
G39012709658005,391279658005,G39012709658021,391279658021,1,1,1,1,1,1
G39012709659001,391279659001,G39012709659021,391279659021,1,1,1,1,1,1
G39012709659002,391279659002,G39012709659022,391279659022,1,1,1,1,1,1
G39012709659003,391279659003,G39012709659011,391279659011,1,1,1,1,1,1
G39012709659004,391279659004,G39012709659012,391279659012,1,1,1,1,1,0.999655194227
G39012709659004,391279659004,G39012709658011,391279658011,0,0,0,0,0,3.44805773e-4
G39012709660001,391279660001,G39012709660001,391279660001,1,1,1,1,1,1
G39012709660002,391279660002,G39012709660002,391279660002,1,1,1,1,1,1
G39012709660003,391279660003,G39012709660003,391279660003,1,1,1,1,1,1
G39012709660004,391279660004,G39012709660004,391279660004,1,1,1,1,1,1
G39012709660005,391279660005,G39012709660005,391279660005,1,1,1,1,1,1
G39012709661001,391279661001,G39012709661001,391279661001,1,1,1,1,1,1
G39012709661002,391279661002,G39012709661002,391279661002,1,1,1,1,1,1
G39012709661003,391279661003,G39012709661003,391279661003,1,1,1,1,1,1
G39012709661004,391279661004,G39012709661004,391279661004,1,1,1,1,1,1
G39012709662001,391279662001,G39012709662001,391279662001,1,1,1,1,1,1
G39012709662002,391279662002,G39012709662002,391279662002,1,1,1,1,1,1
G39012709662003,391279662003,G39012709662003,391279662003,1,1,1,1,1,1
G39012709662004,391279662004,G39012709662004,391279662004,1,1,1,1,1,1
G39012709662005,391279662005,G39012709662005,391279662005,1,1,1,1,1,1
G39012709663001,391279663001,G39012709663012,391279663012,1,1,1,1,1,1
G39012709663002,391279663002,G39012709663012,391279663012,0.301763224181,0.300694444444,0.307692307692,0.293680297398,0.297604035309,0.225137956163
G39012709663002,391279663002,G39012709663011,391279663011,0.698236299587,0.699305083716,0.692307229411,0.706319263327,0.702395443156,0.774860965905
G39012709663002,391279663002,G39012709663023,391279663023,4.76231e-7,4.71839e-7,4.62897e-7,4.39275e-7,5.21535e-7,1.077932e-6
G39012709663003,391279663003,G39012709663023,391279663023,1,1,1,1,1,0.997881116365
G39012709663003,391279663003,G39012709663011,391279663011,0,0,0,0,0,0.002118883635
G39012709663004,391279663004,G39012709663022,391279663022,1,1,1,1,1,1
G39012709663005,391279663005,G39012709663021,391279663021,1,1,1,1,1,1
G39012900201001,391290201001,G39012900201001,391290201001,1,1,1,1,1,1
G39012900201002,391290201002,G39012900201002,391290201002,1,1,1,1,1,0.982457350137
G39012900201002,391290201002,G39012900201001,391290201001,0,0,0,0,0,0.017542649863
G39012900202001,391290202001,G39012900202001,391290202001,1,1,1,1,1,1
G39012900202002,391290202002,G39012900202002,391290202002,1,1,1,1,1,1
G39012900202003,391290202003,G39012900202003,391290202003,1,1,1,1,1,1
G39012900203101,391290203101,G39012900203101,391290203101,1,1,1,1,1,1
G39012900203102,391290203102,G39012900203102,391290203102,1,1,1,1,1,1
G39012900203103,391290203103,G39012900203103,391290203103,1,1,1,1,1,1
G39012900203104,391290203104,G39012900203104,391290203104,1,1,1,1,1,1
G39012900203201,391290203201,G39012900203201,391290203201,1,1,1,1,1,1
G39012900203202,391290203202,G39012900203202,391290203202,0.922690763052,0.92018469657,0.920253164557,0.921404682274,0.923913043478,0.975605480246
G39012900203202,391290203202,G39012900203201,391290203201,0.077309236948,0.07981530343,0.079746835443,0.078595317726,0.076086956522,0.024394519754
G39012900204001,391290204001,G39012900204001,391290204001,0.996655518395,0.996758508914,0.994219653179,0.995515695067,0.995024875622,0.995888322705
G39012900204001,391290204001,G39012900204002,391290204002,0.003344481605,0.003241491086,0.005780346821,0.004484304933,0.004975124378,0.004111677295
G39012900204002,391290204002,G39012900204002,391290204002,1,1,1,1,1,0.999973633689
G39012900204002,391290204002,G39012900204001,391290204001,0,0,0,0,0,2.6366311e-5
G39012900211001,391290211001,G39012900211011,391290211011,1,1,1,1,1,1
G39012900211002,391290211002,G39012900211012,391290211012,1,1,1,1,1,1
G39012900211003,391290211003,G39012900211013,391290211013,1,1,1,1,1,1
G39012900211004,391290211004,G39012900211021,391290211021,1,1,1,1,1,1
G39012900211005,391290211005,G39012900211022,391290211022,1,1,1,1,1,1
G39012900212001,391290212001,G39012900212013,391290212013,0.663297539601,0.655233721754,0.655500315337,0.664065189103,0.661360930938,0.445073461061
G39012900212001,391290212001,G39012900212023,391290212023,2.2037367e-5,1.9327598e-5,1.8024279e-5,2.0423944e-5,1.8922858e-5,3.34205311e-4
G39012900212001,391290212001,G39012900212021,391290212021,0.336680423033,0.344746950649,0.344481660384,0.335914386953,0.338620146203,0.554592333628
G39012900212002,391290212002,G39012900212011,391290212011,0.343444470002,0.348706490234,0.397380895318,0.345599617492,0.398245125451,0.305836317112
G39012900212002,391290212002,G39012900212022,391290212022,0.656555529998,0.651293509766,0.602619104682,0.654400382508,0.601754874549,0.694163682888
G39012900212003,391290212003,G39012900212011,391290212011,1,1,1,1,1,1
G39012900212004,391290212004,G39012900212012,391290212012,1,1,1,1,1,1
G39012900212005,391290212005,G39012900212023,391290212023,1,1,1,1,1,1
G39012900213001,391290213001,G39012900213001,391290213001,1,1,1,1,1,0.954690262729
G39012900213001,391290213001,G39012900214012,391290214012,0,0,0,0,0,0.045309737271
G39012900214011,391290214011,G39012900214011,391290214011,1,1,1,1,1,1
G39012900214012,391290214012,G39012900214012,391290214012,1,1,1,1,1,1
G39012900214021,391290214021,G39012900214031,391290214031,0.553769794375,0.540922869653,0.557123655914,0.554498269896,0.558935361217,0.161542102923
G39012900214021,391290214021,G39012900214032,391290214032,0.260458520444,0.256652071405,0.248655913978,0.260380622837,0.250316856781,0.235697721392
G39012900214021,391290214021,G39012900214042,391290214042,0.185771685181,0.202425058942,0.194220430108,0.185121107266,0.190747782003,0.602104710196
G39012900214021,391290214021,G39012900214012,391290214012,0,0,0,0,0,6.55465489e-4
G39012900214022,391290214022,G39012900214033,391290214033,0.532319391635,0.508970099668,0.511724137931,0.526132404181,0.512418300654,0.432822051515
G39012900214022,391290214022,G39012900214041,391290214041,0.467680608365,0.491029900332,0.488275862069,0.473867595819,0.487581699346,0.567177948485
G39012900215001,391290215001,G39012900215001,391290215001,1,1,1,1,1,1
G39012900215002,391290215002,G39012900215002,391290215002,1,1,1,1,1,1
G39012900216001,391290216001,G39012900216001,391290216001,1,1,1,1,1,1
G39012900216002,391290216002,G39012900216002,391290216002,1,1,1,1,1,1
G39012900216003,391290216003,G39012900216003,391290216003,1,1,1,1,1,1
G39012900217001,391290217001,G39012900217001,391290217001,1,1,1,1,1,1
G39012900217002,391290217002,G39012900217002,391290217002,1,1,1,1,1,1
G39012900217003,391290217003,G39012900217003,391290217003,1,1,1,1,1,1
