,region_id,size_rank,region_name,region_type,state_name,date,price_cut_perc_median,price_cut_perc_mean,sales_count_nowcast,mean_days_upto_close,pct_sold_below_list,pct_sold_above_list,median_sale_to_list_ratio,median_sale_price,median_list_price,mean_days_pending,new_pending_count,new_listings_count,invt_for_sale,zori_calc,zhvi,year,state,month,sunny_hours
15,394304,83,"Akron, OH",msa,OH,2021-04-30,0.04464152879,0.04967985874,719.0,37.0,0.4304669161,0.418638413,0.9960082762,158367,164900.0,24.0,767.0,768,1382,970.9703357,179238.1002,2021,OH,4,5.733333333333333
16,394466,28,"Cincinnati, OH",msa,OH,2021-04-30,0.03623912204,0.04329444067,2670.0,45.0,0.4372622935,0.4069527702,1.0,203840,233300.0,18.0,2325.0,2521,4314,1245.079619,228960.9077,2021,OH,4,6.0
17,394475,35,"Cleveland, OH",msa,OH,2021-04-30,0.04125797736,0.04986509963,2159.0,40.0,0.4200461793,0.4270851525,0.9999758153,170229,184267.0,27.0,2386.0,2461,4725,1194.864413,185038.0544,2021,OH,4,6.466666666666667
18,394492,32,"Columbus, OH",msa,OH,2021-04-30,0.03127305249,0.03662323375,2058.0,45.0,0.3241138493,0.5357281557,1.00809315,227004,253267.0,14.0,2208.0,2329,3434,1281.520739,253523.5377,2021,OH,4,5.5
19,395160,93,"Toledo, OH",msa,OH,2021-04-30,0.04313432408,0.05182434683,511.0,43.0,0.4421799316,0.4077917971,0.997665466,147685,158933.0,26.0,656.0,681,1288,1014.832525,160543.8888,2021,OH,4,5.966666666666667
20,394304,83,"Akron, OH",msa,OH,2021-05-31,0.04382906717,0.05030965777,772.0,40.0,0.3305742021,0.5203850292,1.006533759,161422,169933.0,17.0,868.0,950,1522,979.1573558,181592.6443,2021,OH,5,5.935483870967742
21,394466,28,"Cincinnati, OH",msa,OH,2021-05-31,0.03803391581,0.04452513121,2679.0,44.0,0.3751645721,0.4665738985,1.00018158,207110,241600.0,14.0,2726.0,2980,4761,1255.33579,232378.3569,2021,OH,5,6.903225806451613
22,394475,35,"Cleveland, OH",msa,OH,2021-05-31,,0.05117332134,2356.0,43.0,0.3487904807,0.5105358095,1.005420705,171437,191600.0,20.0,2683.0,2964,5127,1205.921948,187726.598,2021,OH,5,4.774193548387097
23,394492,32,"Columbus, OH",msa,OH,2021-05-31,0.03017458388,0.03576746822,2033.0,45.0,0.2553719682,0.6175323362,1.020221017,235541,259967.0,10.0,2663.0,2830,3987,1293.751133,257611.4884,2021,OH,5,6.870967741935484
24,395160,93,"Toledo, OH",msa,OH,2021-05-31,0.04618698812,0.05485991031,571.0,42.0,0.3811143578,0.4834748572,1.000886193,144438,163933.0,21.0,743.0,830,1426,1032.4241,162207.5098,2021,OH,5,5.32258064516129
25,394304,83,"Akron, OH",msa,OH,2021-06-30,0.04370883516,0.05140080566,927.0,41.0,0.2755385154,0.5761903919,1.012535093,162740,174633.0,13.0,934.0,1091,1690,992.7490079,184089.6691,2021,OH,6,5.933333333333334
26,394466,28,"Cincinnati, OH",msa,OH,2021-06-30,0.03841587635,0.04458161453,3055.0,45.0,0.3171446504,0.5210973602,1.003683331,216619,248267.0,12.0,2795.0,3239,5066,1265.502854,235707.8377,2021,OH,6,5.433333333333334
27,394475,35,"Cleveland, OH",msa,OH,2021-06-30,,0.05133267315,2904.0,43.0,0.2849456121,0.5872658818,1.014192635,173830,196300.0,16.0,2868.0,3329,5606,1217.638151,190318.0902,2021,OH,6,5.633333333333334
28,394492,32,"Columbus, OH",msa,OH,2021-06-30,0.03069805682,0.03559101202,2641.0,45.0,0.2044916505,0.6712930312,1.032625845,242070,268300.0,9.0,2887.0,3189,4463,1301.623042,261482.853,2021,OH,6,6.5
29,395160,93,"Toledo, OH",msa,OH,2021-06-30,0.04762213466,0.05424868108,656.0,42.0,0.3425224757,0.5278469244,1.00422256,143321,169967.0,17.0,801.0,937,1564,1045.478371,163790.0779,2021,OH,6,5.733333333333333
30,394304,83,"Akron, OH",msa,OH,2021-07-31,0.0440103038,0.05200051381,940.0,40.0,0.2561882329,0.6108202629,1.019818997,164656,177967.0,12.0,990.0,1221,1930,1002.61992,186179.0525,2021,OH,7,5.419354838709677
31,394466,28,"Cincinnati, OH",msa,OH,2021-07-31,0.03923635609,0.0444787732,3121.0,46.0,0.2951500657,0.5467416539,1.007630232,218589,248083.0,12.0,2882.0,3438,5508,1275.716659,237982.3365,2021,OH,7,6.548387096774194
32,394475,35,"Cleveland, OH",msa,OH,2021-07-31,0.04541074529,0.05105462483,2936.0,43.0,0.258546444,0.6133761735,1.021024875,177981,199300.0,15.0,2990.0,3677,6255,1236.783499,192077.2299,2021,OH,7,6.258064516129032
33,394492,32,"Columbus, OH",msa,OH,2021-07-31,0.03070240072,0.03583314913,2689.0,47.0,0.1903007775,0.6893835409,1.038533096,245090,271667.0,9.0,3075.0,3433,4957,1316.000682,264240.5384,2021,OH,7,6.870967741935484
34,395160,93,"Toledo, OH",msa,OH,2021-07-31,0.04870315837,0.05400598836,713.0,43.0,0.308272256,0.5679560598,1.008658782,142607,171633.0,15.0,836.0,994,1700,1058.310227,164643.3944,2021,OH,7,5.387096774193548
35,394304,83,"Akron, OH",msa,OH,2021-08-31,0.04405942307,0.05202045146,944.0,40.0,0.2702683544,0.5893231805,1.016235344,165807,179550.0,13.0,1041.0,1247,2141,1016.365383,187115.4742,2021,OH,8,6.032258064516129
36,394466,28,"Cincinnati, OH",msa,OH,2021-08-31,0.03879747395,0.04395199736,3067.0,47.0,0.2969106623,0.5502662186,1.008167693,224513,244783.0,12.0,2948.0,3541,5975,1290.097847,238880.4722,2021,OH,8,6.548387096774194
37,394475,35,"Cleveland, OH",msa,OH,2021-08-31,0.04434251007,0.0504176083,2893.0,43.0,0.2553066777,0.6196401714,1.021219387,182201,195967.0,15.0,3064.0,3661,6762,1247.520237,192668.0878,2021,OH,8,6.548387096774194
38,394492,32,"Columbus, OH",msa,OH,2021-08-31,0.03164851127,0.03669507618,2683.0,48.0,0.2005255566,0.6767283215,1.036047657,250492,273300.0,10.0,3105.0,3471,5304,1331.057193,265272.9337,2021,OH,8,4.741935483870968
39,395160,93,"Toledo, OH",msa,OH,2021-08-31,0.04747227303,0.05271078971,669.0,44.0,0.305702514,0.5741309988,1.010508262,146839,169967.0,16.0,849.0,1031,1824,1076.653824,164492.609,2021,OH,8,6.129032258064516
40,394304,83,"Akron, OH",msa,OH,2021-09-30,0.04383638231,0.05092914829,944.0,40.0,0.2991734344,0.5559129396,1.010309939,170822,178183.0,16.0,992.0,1171,2216,1026.234729,186977.3288,2021,OH,9,6.7
41,394466,28,"Cincinnati, OH",msa,OH,2021-09-30,0.03888785373,0.04364729555,3077.0,48.0,0.3145454267,0.5300209978,1.004665942,224912,242200.0,14.0,2861.0,3384,6191,1306.476042,238704.1976,2021,OH,9,5.333333333333333
42,394475,35,"Cleveland, OH",msa,OH,2021-09-30,0.04386671311,0.05008508901,2613.0,42.0,0.2902947386,0.5770214808,1.012643651,181913,191267.0,18.0,2921.0,3432,6911,1261.18352,192141.4943,2021,OH,9,7.633333333333334
43,394492,32,"Columbus, OH",msa,OH,2021-09-30,0.03171248391,0.03748283593,2598.0,49.0,0.2213328191,0.648098165,1.028077968,252557,268267.0,12.0,2977.0,3283,5415,1345.657457,265010.8285,2021,OH,9,5.766666666666667
44,395160,93,"Toledo, OH",msa,OH,2021-09-30,0.04674968941,0.05219751328,620.0,44.0,0.3194204466,0.5533256916,1.007171896,147630,166300.0,18.0,825.0,985,1910,1097.026622,163656.9336,2021,OH,9,5.266666666666667
45,394304,83,"Akron, OH",msa,OH,2021-10-31,0.04397354839,0.05020157704,851.0,40.0,0.3401075678,0.5016382206,1.002902532,173529,174850.0,18.0,976.0,1046,2177,1034.156765,186607.9783,2021,OH,10,5.290322580645161
46,394466,28,"Cincinnati, OH",msa,OH,2021-10-31,0.03696682902,0.04225623929,2920.0,47.0,0.3455320881,0.4897019298,1.000719041,228594,240683.0,17.0,2788.0,3155,6164,1321.658598,238998.8349,2021,OH,10,5.064516129032258
47,394475,35,"Cleveland, OH",msa,OH,2021-10-31,0.04300091224,0.04952422578,2612.0,42.0,0.3341628621,0.5265642017,1.005204246,181970,186583.0,21.0,2816.0,3105,6778,1268.943717,191673.4326,2021,OH,10,6.483870967741935
48,394492,32,"Columbus, OH",msa,OH,2021-10-31,0.03204199093,0.03714243007,2761.0,48.0,0.2467358413,0.6126083926,1.018339406,253721,263233.0,13.0,2840.0,2982,5302,1361.048783,264867.8998,2021,OH,10,5.903225806451613
49,395160,93,"Toledo, OH",msa,OH,2021-10-31,0.04560431636,0.05253467645,682.0,44.0,0.3537120864,0.5019150501,1.002735674,148754,162967.0,20.0,790.0,892,1914,1108.713398,162954.3179,2021,OH,10,6.774193548387097
50,394304,83,"Akron, OH",msa,OH,2021-11-30,0.04346410062,0.04943419167,771.0,40.0,0.3644599154,0.4739597251,1.000075929,176924,169933.0,21.0,862.0,909,1999,1041.130037,186679.6729,2021,OH,11,6.266666666666667
51,394466,28,"Cincinnati, OH",msa,OH,2021-11-30,0.03649621407,0.04246556027,2819.0,47.0,0.372034603,0.4470115759,1.0,230025,239017.0,19.0,2518.0,2748,5686,1333.452932,240085.0355,2021,OH,11,6.4
52,394475,35,"Cleveland, OH",msa,OH,2021-11-30,0.04172112643,0.04808033322,2374.0,42.0,0.3691693901,0.4837269947,1.000196194,181566,181617.0,24.0,2537.0,2748,6313,1284.33936,191691.2205,2021,OH,11,6.8
53,394492,32,"Columbus, OH",msa,OH,2021-11-30,0.03194353761,0.03738046544,2123.0,45.0,0.2743166841,0.5801101746,1.010606623,251591,256600.0,15.0,2494.0,2550,4813,1375.612312,265755.7561,2021,OH,11,6.333333333333333
54,395160,93,"Toledo, OH",msa,OH,2021-11-30,0.0452544181,0.05286531685,531.0,45.0,0.3903687112,0.4569672489,1.0,148537,158467.0,23.0,727.0,776,1815,1112.244952,162531.2091,2021,OH,11,5.7
55,394304,83,"Akron, OH",msa,OH,2021-12-31,0.0454702741,0.05227446418,797.0,41.0,0.3758224947,0.4508084511,1.0,178540,161625.0,22.0,751.0,764,1781,1048.106765,187131.9066,2021,OH,12,6.516129032258065
56,394466,28,"Cincinnati, OH",msa,OH,2021-12-31,0.03689695528,0.04347036572,2716.0,46.0,0.3942054013,0.4235667219,1.0,232148,233300.0,21.0,2164.0,2276,5000,1345.221375,241841.5265,2021,OH,12,6.806451612903226
57,394475,35,"Cleveland, OH",msa,OH,2021-12-31,0.04279697325,0.04938481116,2338.0,41.0,0.3923946726,0.4564561214,1.0,183244,177317.0,26.0,2178.0,2233,5628,1291.458291,192242.3306,2021,OH,12,5.451612903225806
58,394492,32,"Columbus, OH",msa,OH,2021-12-31,0.03093224054,0.03604135599,1953.0,44.0,0.3011023984,0.5507450953,1.005430916,253693,253267.0,17.0,2073.0,2025,4081,1391.109459,267403.7334,2021,OH,12,6.161290322580645
59,395160,93,"Toledo, OH",msa,OH,2021-12-31,0.04422561637,0.05305451336,590.0,45.0,0.4238479634,0.4279111614,1.0,150163,153467.0,25.0,624.0,622,1596,1122.926132,162448.7605,2021,OH,12,5.645161290322581
